child_id,age,gender,home_environment,parent_education,parent_income,mental_health,physical_abuse_record,emotional_abuse_record,attendance_rate,behavioral_issues,father_alcohol_use,mother_alcohol_use,father_smoking_use,mother_smoking_use,abuse_status
4429,6,Female,1,5,3,1,0,0,100,0,0,1,1,1,1
4430,4,Female,5,2,2,1,1,1,88,0,0,1,1,0,0
4431,6,Male,5,2,4,3,1,1,88,0,1,0,0,0,1
4432,5,Male,3,1,4,3,1,1,98,0,0,1,1,1,1
4433,5,Female,4,2,3,5,1,1,72,1,1,1,1,1,0
4434,5,Female,2,3,3,1,1,0,53,1,1,0,0,1,0
4435,6,Female,4,3,5,2,1,1,84,1,1,1,1,0,1
4436,5,Male,2,2,3,2,0,0,63,1,1,1,0,1,1
4437,3,Male,5,3,5,5,0,1,53,0,1,1,1,1,1
4438,4,Male,5,5,4,5,1,1,64,1,1,1,1,0,1
4439,5,Female,4,1,5,1,1,0,59,0,1,0,1,0,0
4440,5,Female,2,3,1,5,1,1,81,0,0,0,0,0,1
4441,5,Female,2,2,3,4,1,1,67,0,0,1,0,1,0
4442,6,Male,2,4,1,1,1,1,59,0,0,0,1,0,1
4443,4,Female,1,4,3,1,1,1,83,1,0,1,0,1,1
4444,4,Female,1,1,1,1,1,1,72,0,0,0,1,1,1
4445,6,Female,3,2,4,5,0,0,60,1,1,1,1,1,0
4446,4,Male,3,5,4,3,0,1,62,0,1,1,0,0,1
4447,4,Male,3,3,5,1,0,1,86,0,0,0,1,0,0
4448,5,Female,5,1,4,1,0,1,79,0,1,1,1,0,1
4449,5,Female,5,4,1,2,0,0,53,1,1,1,0,0,0
4450,7,Female,4,4,2,5,1,0,53,0,0,1,1,0,1
4451,5,Female,5,5,5,4,0,0,58,1,1,0,1,1,1
4452,3,Female,5,4,3,5,0,0,82,0,0,1,0,1,0
4453,6,Male,1,2,3,3,1,0,85,1,0,1,0,1,0
4454,4,Male,5,1,2,5,1,1,84,1,1,1,0,0,1
4455,4,Male,2,1,5,5,1,0,53,1,1,1,0,1,1
4456,7,Female,5,4,1,5,0,0,60,1,0,0,0,1,1
4457,3,Female,4,5,2,3,1,0,59,0,0,0,0,0,1
4458,3,Male,1,4,5,4,0,0,50,1,0,0,1,1,0
4459,4,Male,2,1,4,1,0,1,62,0,0,0,1,1,0
4460,7,Female,3,3,3,4,0,1,69,0,0,0,0,0,0
4461,7,Male,1,5,4,5,1,0,98,1,1,1,1,1,0
4462,7,Female,5,2,2,4,1,1,83,1,1,0,0,1,1
4463,5,Female,2,2,2,3,0,1,54,0,0,1,0,0,0
4464,3,Male,4,1,4,1,0,1,67,1,0,1,1,1,1
4465,6,Female,4,2,5,1,0,0,62,0,1,1,0,1,1
4466,3,Female,2,5,2,5,0,0,54,0,0,1,1,1,0
4467,5,Female,5,2,3,3,1,0,64,1,0,1,0,0,0
4468,5,Male,2,3,1,4,1,0,64,0,1,1,1,1,1
4469,4,Female,5,1,1,4,1,1,74,0,1,0,0,1,0
4470,7,Female,3,4,1,5,0,0,60,0,1,0,1,1,0
4471,4,Male,2,1,1,5,0,0,92,1,1,0,1,1,0
4472,3,Female,1,1,3,5,0,1,80,0,1,1,0,1,1
4473,6,Male,5,2,1,2,1,1,90,1,1,1,1,1,1
4474,6,Male,1,1,1,2,1,0,72,1,1,0,0,0,0
4475,4,Male,4,4,4,4,1,0,97,1,0,1,1,1,0
4476,4,Male,1,2,3,1,0,0,82,1,0,1,0,0,0
4477,3,Male,5,2,5,4,1,0,96,1,1,0,0,0,1
4478,5,Male,2,3,3,5,1,1,50,0,1,0,1,1,1
4479,7,Female,5,4,2,4,1,0,85,0,0,0,0,1,0
4480,5,Male,3,2,1,2,0,0,76,0,0,0,0,1,0
4481,7,Male,4,1,1,1,0,0,88,0,1,1,1,0,0
4482,7,Female,3,2,3,3,1,1,58,1,0,1,0,0,1
4483,5,Male,1,4,3,1,0,0,53,1,0,0,0,1,0
4484,5,Male,4,4,1,1,1,0,60,0,1,1,1,0,1
4485,6,Female,3,2,3,2,1,0,91,0,0,1,0,0,1
4486,4,Male,2,2,4,2,1,1,72,1,0,0,0,1,0
4487,7,Female,4,2,5,1,0,0,61,1,0,1,0,0,0
4488,3,Female,1,1,3,4,0,1,85,0,0,1,0,1,1
4489,5,Male,2,5,1,2,1,1,97,1,0,1,1,0,1
4490,4,Female,3,1,3,4,1,1,62,0,1,0,1,1,0
4491,5,Male,1,3,5,1,1,0,90,1,0,1,1,0,0
4492,7,Female,1,2,3,5,1,0,93,0,1,0,0,0,0
4493,6,Female,4,1,5,2,0,1,55,1,0,1,0,1,1
4494,3,Female,1,4,5,5,0,0,89,1,1,1,1,1,1
4495,7,Male,4,5,4,5,0,0,59,0,0,1,1,1,1
4496,7,Male,1,3,2,3,1,1,90,0,1,0,0,1,1
4497,4,Female,1,2,1,2,0,0,76,0,1,0,1,1,0
4498,7,Female,4,2,2,3,1,1,75,0,0,1,0,1,1
4499,3,Male,4,1,4,5,0,1,98,1,1,0,1,0,1
4500,7,Male,4,5,1,5,0,0,75,1,1,0,1,0,1
4501,5,Female,3,3,5,4,1,1,60,0,1,1,0,1,1
4502,4,Female,1,3,2,1,1,0,65,1,0,1,1,0,1
4503,4,Male,3,3,1,2,1,1,64,0,0,0,0,0,1
4504,6,Female,4,2,2,4,1,0,97,0,0,1,0,0,1
4505,3,Female,2,3,2,4,1,1,81,0,0,0,1,0,1
4506,5,Female,2,1,5,3,0,0,61,1,0,1,0,0,0
4507,3,Male,1,1,5,3,1,0,64,0,0,0,0,0,0
4508,7,Female,3,1,1,2,1,1,60,1,0,0,1,1,1
4509,4,Male,5,1,5,3,1,0,58,0,1,0,0,0,1
4510,6,Male,1,2,1,3,0,0,66,0,0,1,1,1,1
4511,7,Male,4,4,1,3,1,1,67,0,0,1,0,0,0
4512,7,Male,2,2,2,5,1,1,95,0,1,0,0,0,0
4513,3,Male,2,5,2,2,1,0,100,1,0,0,0,0,0
4514,3,Male,1,4,2,4,0,1,65,0,0,0,0,0,0
4515,3,Female,4,1,1,3,1,1,66,1,1,1,1,1,1
4516,7,Male,2,3,1,4,1,0,57,1,0,0,1,0,1
4517,6,Male,5,1,5,3,1,1,66,0,1,1,1,0,0
4518,3,Female,5,5,5,1,1,1,97,0,1,0,1,0,0
4519,5,Female,3,2,2,5,1,1,90,0,1,1,1,0,0
4520,7,Male,3,2,1,2,1,0,72,1,0,1,0,1,0
4521,5,Male,1,3,2,5,1,1,100,1,1,0,0,1,0
4522,6,Female,1,3,2,2,1,0,85,0,1,1,1,0,1
4523,4,Male,5,2,1,2,0,1,85,0,0,1,1,0,0
4524,4,Female,3,2,1,3,0,0,89,1,1,0,0,1,0
4525,7,Male,1,5,5,5,1,1,100,0,1,1,0,1,0
4526,6,Female,4,2,4,5,0,0,74,0,1,1,0,1,1
4527,7,Male,4,3,1,3,0,1,77,1,1,0,1,0,0
4528,5,Male,3,4,3,4,1,1,72,1,1,0,1,1,0
4529,4,Female,3,5,2,3,1,0,77,1,0,0,1,0,1
4530,6,Female,3,5,1,4,0,0,94,1,0,0,0,0,0
4531,7,Female,4,4,2,1,0,0,79,1,1,0,0,0,1
4532,5,Female,5,3,5,3,0,1,74,1,1,1,0,0,1
4533,5,Male,2,5,1,3,1,0,54,0,1,0,0,0,1
4534,5,Male,2,1,4,1,0,1,75,0,0,1,0,1,0
4535,6,Female,5,1,3,4,1,0,59,0,0,0,1,0,0
4536,4,Female,4,4,2,5,1,0,100,1,0,0,0,1,0
4537,5,Male,4,1,3,4,0,1,95,0,1,1,1,0,1
4538,3,Female,3,5,4,5,1,1,82,1,0,1,0,1,0
4539,6,Female,5,1,1,5,1,1,66,0,0,0,1,1,0
4540,3,Female,2,4,5,4,1,1,95,0,0,1,1,1,1
4541,5,Male,5,1,3,4,0,0,60,1,0,1,0,0,0
4542,6,Male,4,3,1,1,0,1,98,0,0,0,1,0,1
4543,5,Male,1,4,2,3,0,1,88,1,1,1,1,1,0
4544,7,Female,1,3,2,4,1,0,81,1,0,1,1,1,1
4545,5,Female,4,3,2,4,1,1,90,0,0,0,1,1,1
4546,7,Female,2,4,5,4,0,0,97,0,0,1,0,1,0
4547,4,Male,3,4,3,4,1,0,100,1,0,0,1,0,0
4548,4,Male,5,4,4,2,0,1,70,1,1,1,0,0,0
4549,4,Male,3,4,5,1,0,1,71,0,0,1,0,0,1
4550,5,Male,3,2,1,4,0,0,80,0,0,0,1,0,1
4551,6,Male,2,2,2,4,0,1,71,1,1,1,0,0,1
4552,4,Female,5,5,1,5,1,1,68,1,1,0,1,0,0
4553,4,Female,4,2,3,1,0,1,84,0,0,0,0,1,0
4554,4,Male,4,5,4,4,0,1,92,0,1,1,1,0,0
4555,3,Male,5,5,1,2,0,0,75,0,1,0,0,1,1
4556,7,Male,3,3,2,5,1,1,60,1,1,1,1,0,0
4557,3,Male,2,1,4,5,1,0,71,1,0,1,1,0,1
4558,6,Male,5,5,3,5,1,1,68,1,0,1,1,1,0
4559,5,Male,5,4,4,1,1,0,52,1,0,1,1,1,1
4560,7,Male,4,4,4,5,0,1,67,1,1,1,0,0,0
4561,5,Female,3,2,2,1,1,0,77,1,1,0,0,1,1
4562,3,Male,5,1,3,3,1,1,57,0,0,0,0,0,1
4563,5,Female,5,1,1,4,1,0,87,1,1,0,1,1,0
4564,3,Male,5,5,4,5,1,1,88,0,1,1,1,1,0
4565,5,Male,2,5,5,1,1,1,75,0,0,1,0,0,1
4566,6,Female,2,1,3,2,1,0,72,1,0,1,0,0,0
4567,7,Male,3,2,5,4,1,0,64,1,1,1,1,1,1
4568,7,Male,3,2,5,5,0,0,69,1,0,1,0,1,0
4569,5,Female,2,1,3,2,1,0,54,0,1,1,0,1,0
4570,3,Female,5,5,4,5,0,0,65,1,0,1,1,1,0
4571,7,Female,2,4,4,4,0,1,74,0,0,1,0,1,0
4572,3,Female,5,1,2,3,0,1,99,0,1,0,0,1,0
4573,5,Female,4,1,1,3,0,0,79,0,1,1,1,0,1
4574,3,Female,4,4,3,4,0,0,83,1,1,0,0,0,1
4575,3,Male,5,5,2,2,1,0,70,0,0,1,0,0,0
4576,7,Male,3,1,2,3,1,0,94,1,0,0,1,1,1
4577,7,Female,1,2,4,2,0,0,96,0,1,0,0,1,1
4578,6,Female,5,1,4,5,1,0,70,1,1,0,1,0,0
4579,5,Male,5,4,5,5,0,0,68,0,0,1,0,1,0
4580,6,Female,4,1,2,3,1,1,99,0,1,0,1,0,0
4581,6,Female,2,3,3,5,1,0,51,1,0,1,1,1,1
4582,5,Male,2,5,4,4,0,1,93,1,0,0,0,1,1
4583,4,Male,4,1,3,2,1,1,69,0,0,1,1,1,0
4584,5,Male,5,1,3,1,1,1,88,1,0,1,1,1,1
4585,6,Male,4,1,5,3,0,0,62,1,1,0,0,0,0
4586,5,Female,5,5,5,2,1,0,86,0,1,1,0,0,0
4587,3,Female,2,1,4,5,1,0,71,1,0,1,0,1,1
4588,7,Female,5,2,5,2,1,0,85,0,0,0,0,0,0
4589,4,Female,4,1,4,4,1,0,69,0,0,1,0,1,0
4590,4,Male,5,5,3,2,1,0,63,1,0,1,0,1,0
4591,6,Male,3,4,3,3,0,1,89,0,0,1,0,0,0
4592,7,Female,1,1,3,4,0,1,97,1,0,0,0,0,0
4593,6,Male,1,4,2,2,0,1,87,0,1,0,0,1,1
4594,7,Male,4,5,2,5,1,1,55,0,1,0,0,0,0
4595,6,Male,4,3,4,4,0,1,55,1,1,1,1,0,1
4596,3,Female,1,4,1,2,0,0,93,1,0,0,1,0,0
4597,5,Male,3,3,2,4,0,1,68,1,1,0,0,0,1
4598,3,Male,2,4,2,3,1,0,59,0,1,0,1,0,0
4599,4,Female,5,4,1,1,0,0,74,0,1,0,0,0,0
4600,6,Male,2,5,4,4,1,1,80,0,1,0,0,1,0
4601,6,Male,1,3,5,3,0,0,53,0,0,0,1,0,1
4602,6,Male,3,1,5,5,1,1,80,0,1,0,1,0,1
4603,3,Male,3,2,4,4,1,1,76,0,1,1,0,0,0
4604,7,Female,3,2,4,3,1,0,68,0,1,1,0,0,0
4605,5,Male,4,3,5,2,0,0,62,0,1,1,0,1,0
4606,5,Male,3,1,4,3,1,1,93,1,1,0,0,0,0
4607,6,Male,5,2,2,2,1,1,58,1,0,1,0,0,1
4608,5,Male,1,2,3,2,1,1,70,1,0,1,1,0,1
4609,4,Male,4,5,2,1,1,1,93,0,0,1,1,0,0
4610,3,Female,2,4,1,2,0,1,72,1,1,1,0,1,1
4611,4,Female,1,4,3,3,0,1,78,1,0,0,0,0,0
4612,3,Male,2,2,4,1,0,0,77,0,0,0,1,0,0
4613,3,Male,2,4,1,4,1,1,62,0,1,1,0,1,1
4614,6,Female,2,3,2,2,0,0,68,0,1,1,0,0,1
4615,4,Male,4,5,5,5,1,1,95,1,0,0,1,0,0
4616,7,Male,5,3,5,5,1,1,87,0,0,0,0,1,1
4617,4,Female,5,4,1,2,1,1,86,0,0,1,1,0,0
4618,4,Female,2,5,2,2,1,0,93,1,0,0,1,0,0
4619,5,Male,2,1,3,4,1,1,61,1,1,0,1,0,0
4620,3,Female,5,3,1,3,1,1,60,1,1,1,0,1,0
4621,4,Male,4,5,1,1,1,0,78,0,0,0,1,1,0
4622,5,Female,4,4,4,5,1,0,78,0,0,0,1,1,0
4623,4,Female,1,5,5,1,1,1,95,0,0,0,1,0,0
4624,4,Female,3,4,5,3,1,0,94,0,0,0,1,1,0
4625,5,Male,3,4,1,1,0,1,72,0,0,0,1,1,1
4626,5,Male,4,1,3,4,0,1,79,0,0,1,1,0,1
4627,7,Female,1,1,1,4,0,0,78,1,0,0,0,0,1
4628,3,Female,3,5,3,1,1,1,51,1,0,1,1,0,1
4629,3,Male,3,3,3,4,1,1,74,1,0,1,1,1,0
4630,6,Male,2,3,2,5,0,0,63,0,0,0,0,0,1
4631,6,Female,5,5,5,1,0,1,53,1,1,0,1,1,1
4632,4,Female,1,2,5,3,1,0,99,0,0,0,1,1,0
4633,7,Male,1,3,3,1,0,1,96,1,1,0,0,1,1
4634,6,Female,2,5,3,4,0,1,72,0,1,1,0,0,0
4635,7,Female,5,4,4,3,1,1,50,1,1,1,0,0,0
4636,3,Female,2,1,3,3,1,0,56,0,1,0,1,0,1
4637,5,Female,1,5,2,2,0,1,59,0,1,0,0,1,1
4638,4,Female,4,1,3,1,1,1,87,1,1,1,0,0,1
4639,5,Female,2,5,5,2,0,1,94,1,0,0,0,1,1
4640,6,Male,4,3,3,4,1,1,56,0,1,1,1,1,1
4641,7,Male,5,5,1,1,0,1,52,0,0,1,1,1,0
4642,7,Male,4,5,5,1,1,0,76,1,0,1,0,1,1
4643,6,Female,1,1,2,4,1,0,65,1,1,0,1,1,0
4644,7,Male,5,4,2,4,0,1,98,1,0,1,0,0,0
4645,7,Male,1,5,2,3,0,0,59,1,0,1,1,1,0
4646,4,Male,4,5,1,4,0,0,88,0,1,0,1,0,1
4647,4,Male,3,3,3,2,1,0,92,1,1,1,0,1,1
4648,4,Male,4,5,3,2,1,1,66,1,1,0,0,1,1
4649,7,Male,1,1,1,5,0,1,80,0,1,1,0,1,1
4650,6,Male,5,4,3,2,0,1,58,0,0,0,0,0,0
4651,4,Female,1,1,5,1,0,0,100,0,1,1,0,1,1
4652,3,Female,3,5,5,2,1,0,90,0,1,1,0,0,1
4653,5,Female,2,2,4,1,1,1,68,1,0,1,1,0,0
4654,3,Male,4,2,3,4,1,1,74,1,0,1,0,0,0
4655,3,Female,2,4,1,4,1,0,93,0,0,0,1,0,1
4656,5,Female,1,4,2,5,1,0,78,1,1,1,1,1,1
4657,5,Male,1,2,3,4,1,1,68,1,1,1,0,1,1
4658,4,Female,4,2,5,3,0,1,53,1,1,1,0,1,0
4659,6,Male,2,5,5,4,1,0,51,0,1,0,0,1,0
4660,6,Female,4,2,1,2,0,0,81,1,0,1,1,0,1
4661,6,Female,1,5,1,3,1,0,98,1,1,1,1,0,1
4662,7,Male,5,4,1,2,1,1,95,1,0,0,1,1,0
4663,3,Female,3,2,1,3,0,0,91,1,0,1,1,0,1
4664,6,Female,2,5,4,1,0,1,64,1,1,1,1,1,0
4665,3,Female,2,5,5,2,1,0,91,1,1,1,0,0,1
4666,7,Male,2,3,2,4,0,0,71,0,0,1,1,0,0
4667,4,Female,3,1,4,3,1,1,80,0,1,0,0,0,0
4668,3,Male,1,3,2,2,1,0,99,1,0,0,1,1,0
4669,6,Female,3,5,2,2,1,0,71,0,1,0,1,1,1
4670,6,Female,4,1,2,3,0,0,57,0,1,0,1,1,0
4671,6,Male,1,2,4,1,0,1,71,1,0,1,1,0,0
4672,4,Male,4,1,4,2,1,0,53,0,0,1,0,0,1
4673,6,Female,5,5,4,3,0,0,59,1,0,1,1,0,1
4674,6,Male,2,3,3,5,0,0,91,1,0,0,1,1,1
4675,6,Male,2,3,4,2,1,1,67,1,0,1,0,0,0
4676,3,Female,1,3,3,1,0,0,78,0,1,0,1,0,1
4677,5,Male,5,4,1,5,0,1,67,1,0,0,0,0,0
4678,7,Male,2,1,5,3,0,1,77,1,1,1,0,0,1
4679,7,Male,1,2,5,3,1,0,86,0,1,1,1,1,1
4680,4,Male,1,2,4,4,1,1,68,0,1,0,0,1,0
4681,4,Male,5,5,5,1,1,0,82,0,1,0,1,0,1
4682,7,Male,5,2,5,3,1,0,85,0,0,0,1,1,1
4683,6,Female,1,5,2,4,1,1,52,1,1,1,0,1,1
4684,5,Female,1,2,2,4,0,0,63,1,1,0,1,0,0
4685,7,Male,3,1,1,4,1,0,91,0,0,1,1,1,1
4686,7,Female,2,1,1,4,1,1,78,0,0,1,1,0,1
4687,4,Female,1,2,5,2,1,0,95,1,1,0,1,1,0
4688,7,Female,2,1,1,1,0,0,91,0,0,0,0,0,0
4689,5,Female,3,1,3,5,0,0,90,0,1,1,1,1,0
4690,5,Male,4,4,2,1,0,0,86,1,0,0,1,1,1
4691,6,Male,1,2,4,5,0,0,96,1,0,1,1,1,0
4692,4,Female,2,3,1,4,0,0,83,1,1,1,1,1,1
4693,7,Male,5,1,2,5,1,0,55,1,1,1,0,1,1
4694,3,Female,5,5,5,3,1,1,70,1,1,0,1,0,1
4695,6,Female,1,5,1,2,0,1,92,0,0,0,1,0,1
4696,5,Female,2,2,1,3,1,0,68,0,1,1,1,1,1
4697,4,Male,2,4,2,4,1,0,55,0,0,1,0,0,1
4698,5,Female,2,3,1,3,1,0,94,1,0,1,1,0,1
4699,7,Male,1,5,1,1,1,1,84,1,0,0,0,0,1
4700,7,Male,3,5,3,1,1,1,68,0,1,0,1,0,1
4701,7,Female,4,2,2,2,0,0,81,0,1,1,1,0,1
4702,6,Male,2,4,2,5,0,0,68,1,0,1,0,1,1
4703,4,Female,3,2,3,5,1,0,90,0,1,0,1,0,0
4704,5,Female,2,4,5,2,1,1,58,0,1,1,1,0,0
4705,6,Male,1,5,4,3,1,1,70,0,0,1,1,0,1
4706,7,Male,5,4,2,4,1,1,62,1,0,0,1,0,1
4707,4,Female,3,2,2,5,0,0,65,1,1,1,0,1,1
4708,5,Male,4,2,5,3,0,0,98,1,1,1,0,0,0
4709,6,Male,3,3,4,2,0,0,60,1,0,0,1,1,1
4710,4,Female,3,2,2,2,1,0,78,0,0,0,1,1,0
4711,7,Male,4,1,5,3,0,1,78,0,0,0,1,1,1
4712,7,Female,5,3,1,1,1,1,90,1,0,0,1,0,0
4713,5,Male,2,5,1,1,0,1,98,0,0,0,0,1,0
4714,6,Male,1,5,2,2,0,0,98,1,1,1,1,0,1
4715,3,Male,4,1,5,3,0,1,74,0,0,0,1,1,0
4716,4,Male,5,2,4,2,0,1,53,1,1,0,0,0,1
4717,6,Male,1,3,3,5,0,0,76,0,0,1,0,1,1
4718,6,Male,5,2,1,4,1,0,56,0,0,1,0,1,0
4719,3,Female,5,5,4,1,1,1,83,1,1,0,1,0,0
4720,7,Male,1,5,4,3,0,1,99,0,0,0,0,1,1
4721,4,Male,2,1,1,5,0,1,72,1,0,0,1,1,1
4722,5,Male,1,3,4,3,1,1,85,1,0,0,1,0,0
4723,7,Female,1,2,2,3,0,0,64,1,0,0,1,0,1
4724,3,Female,3,5,4,4,1,0,89,0,0,1,0,0,0
4725,4,Male,5,1,3,2,1,1,97,0,0,1,1,0,0
4726,4,Male,4,4,5,5,0,0,70,1,1,1,0,1,1
4727,5,Female,3,3,4,1,1,0,84,1,0,0,0,1,0
4728,7,Female,2,3,1,5,1,1,83,0,1,0,1,0,0
4729,7,Female,4,1,2,5,1,0,66,1,0,1,0,1,1
4730,4,Male,2,2,5,3,0,1,55,1,1,1,1,0,0
4731,3,Male,1,3,5,3,1,1,69,1,1,1,0,1,0
4732,5,Female,3,3,5,5,1,0,79,1,1,1,0,0,0
4733,7,Female,4,2,1,2,1,0,54,0,1,0,0,0,0
4734,3,Female,2,3,3,1,1,1,73,1,1,0,0,1,0
4735,4,Male,3,1,3,4,0,0,80,1,1,1,1,1,0
4736,5,Female,4,2,3,4,0,0,92,0,0,1,1,0,0
4737,7,Female,4,1,5,5,1,0,83,0,1,0,0,1,1
4738,6,Female,4,3,4,5,0,0,54,1,0,1,1,1,0
4739,4,Female,3,3,3,1,0,1,76,1,1,0,1,0,1
4740,3,Male,5,5,4,4,1,1,86,1,0,1,0,0,0
4741,3,Male,2,1,2,3,1,1,57,0,0,1,0,0,1
4742,6,Female,5,1,2,1,0,1,91,1,1,1,1,1,1
4743,3,Male,5,1,1,4,1,0,73,1,0,0,1,0,0
4744,7,Female,5,4,1,3,0,0,89,0,0,0,0,0,0
4745,3,Male,4,2,5,5,1,1,78,1,0,1,0,0,0
4746,5,Female,2,5,3,2,0,1,64,1,0,1,0,1,1
4747,7,Female,5,5,3,2,0,1,97,0,0,1,1,1,1
4748,5,Female,2,5,5,5,0,0,97,0,1,0,1,0,1
4749,4,Female,1,1,1,2,1,0,55,1,1,0,1,0,1
4750,4,Female,5,2,3,1,1,0,86,1,1,0,0,1,0
4751,5,Female,2,4,2,1,0,1,69,1,0,0,0,0,0
4752,4,Female,4,5,3,1,0,0,98,0,0,0,0,1,0
4753,7,Male,4,4,2,1,1,1,87,1,1,1,1,1,0
4754,4,Female,5,2,5,4,1,1,73,0,1,0,1,0,0
4755,3,Female,4,5,5,5,1,1,59,1,1,0,0,1,1
4756,7,Male,3,3,1,3,1,1,62,1,1,0,0,1,0
4757,4,Male,5,5,5,5,0,1,62,1,0,0,0,1,1
4758,5,Male,2,2,3,5,1,0,70,0,0,0,1,0,1
4759,5,Male,3,5,3,2,0,1,82,0,0,1,1,1,1
4760,7,Male,5,3,3,4,1,1,64,1,0,0,1,1,1
4761,6,Male,4,4,3,4,0,1,51,1,1,0,1,1,0
4762,7,Female,1,4,3,5,1,1,82,1,0,1,0,1,0
4763,6,Male,4,5,5,2,0,1,56,1,1,1,0,0,0
4764,5,Female,3,2,3,1,1,1,86,0,0,1,0,1,1
4765,3,Female,1,1,4,1,0,0,87,0,1,0,1,1,0
4766,3,Male,1,5,1,3,1,0,87,0,0,0,0,1,1
4767,5,Male,4,3,5,1,1,0,87,0,0,0,1,0,1
4768,5,Male,4,4,5,4,0,0,91,1,0,0,1,1,0
4769,3,Female,5,3,3,4,0,0,51,0,0,1,0,1,1
4770,4,Female,5,1,1,2,0,0,99,0,1,1,1,0,1
4771,6,Female,5,5,4,2,1,1,64,0,0,0,0,0,1
4772,6,Male,5,4,3,1,1,1,69,1,1,0,0,0,1
4773,3,Female,2,5,3,1,1,0,84,1,1,0,0,1,0
4774,3,Male,3,4,4,2,0,0,61,1,0,0,0,0,1
4775,7,Female,2,2,3,1,0,1,55,1,1,1,0,1,1
4776,3,Female,4,1,4,5,0,0,97,1,1,1,1,1,1
4777,7,Female,2,3,1,1,0,1,95,0,0,1,1,0,0
4778,4,Male,3,3,3,3,1,1,74,0,1,0,0,0,1
4779,5,Male,5,4,3,2,1,1,53,1,0,0,0,1,0
4780,3,Female,2,2,1,3,1,1,52,0,0,1,0,1,1
4781,7,Male,3,4,4,1,1,1,84,0,0,1,1,1,1
4782,7,Female,3,2,3,5,1,0,58,0,0,0,0,0,0
4783,4,Female,1,3,2,2,0,1,87,1,0,0,0,0,0
4784,6,Female,5,3,3,4,1,1,57,1,0,1,1,0,0
4785,4,Male,3,5,1,3,0,0,60,0,1,0,1,0,0
4786,5,Male,3,1,1,1,1,1,67,1,0,0,1,1,1
4787,7,Female,1,2,5,1,0,0,65,1,0,1,1,1,1
4788,7,Male,1,5,1,1,0,1,89,0,0,1,1,0,0
4789,3,Female,5,5,1,3,0,0,79,0,0,1,1,1,1
4790,6,Female,3,4,1,2,1,0,89,1,0,1,0,0,1
4791,7,Male,2,2,5,3,0,1,84,1,0,1,1,1,1
4792,5,Female,1,3,5,1,0,0,68,1,1,1,0,0,1
4793,3,Female,1,4,5,4,1,1,98,0,0,0,0,1,1
4794,7,Female,5,4,5,4,1,0,97,0,1,1,1,1,1
4795,6,Male,4,4,3,2,0,1,56,0,1,0,0,0,0
4796,3,Male,1,3,4,1,1,0,56,0,1,1,0,0,0
4797,6,Male,3,3,4,5,1,0,65,1,1,1,0,1,0
4798,5,Male,3,3,2,4,0,1,82,1,0,0,0,0,0
4799,3,Female,1,2,4,2,1,0,70,0,0,1,0,1,1
4800,4,Male,5,5,1,1,1,0,75,1,1,0,0,1,1
4801,6,Female,1,1,2,2,1,0,77,1,0,1,1,1,0
4802,7,Male,3,5,3,4,1,1,98,0,0,0,0,1,1
4803,3,Male,2,5,1,1,0,0,79,0,1,0,1,0,0
4804,3,Male,1,2,5,1,0,1,52,0,1,0,0,0,0
4805,4,Male,3,3,4,2,0,1,52,1,0,0,0,1,1
4806,3,Female,1,2,4,5,0,1,59,0,0,1,1,1,1
4807,7,Female,2,2,4,3,0,0,56,1,0,1,1,1,1
4808,4,Female,4,3,3,3,0,0,62,0,0,1,1,0,1
4809,7,Female,1,2,4,2,1,1,67,1,1,1,1,1,1
4810,5,Male,5,1,4,5,1,0,55,0,0,1,1,0,1
4811,6,Male,1,1,5,3,0,1,64,1,0,0,1,1,0
4812,7,Male,3,5,4,3,0,0,53,0,0,0,0,0,0
4813,5,Male,5,5,3,5,1,1,84,0,0,1,1,1,0
4814,5,Male,5,2,5,3,1,0,63,0,0,1,1,0,1
4815,7,Male,4,4,2,4,1,0,59,1,0,0,1,1,0
4816,7,Female,1,1,3,2,1,1,70,0,0,0,1,0,0
4817,4,Male,4,3,3,3,1,0,77,1,1,0,0,1,0
4818,6,Female,5,4,4,1,1,0,99,0,0,1,1,1,0
4819,3,Male,5,2,3,1,0,0,57,1,0,0,1,1,1
4820,7,Male,2,5,4,2,0,1,84,1,0,0,0,0,0
4821,4,Male,2,4,5,4,0,0,60,1,1,0,0,1,0
4822,4,Male,2,4,3,4,1,1,72,0,1,1,0,1,0
4823,6,Female,4,1,5,1,0,0,99,1,0,1,0,0,0
4824,7,Male,4,1,3,2,1,1,55,0,1,1,0,1,1
4825,6,Male,5,4,4,1,0,0,67,0,1,1,0,1,1
4826,6,Female,4,1,1,3,1,0,89,1,0,1,1,1,0
4827,6,Male,2,5,1,3,1,1,82,1,0,1,0,0,0
4828,4,Female,2,2,4,4,0,0,74,1,1,0,0,1,0
4829,5,Female,3,2,1,3,1,0,51,0,0,0,1,1,1
4830,7,Female,1,4,5,4,1,0,86,1,0,1,1,0,1
4831,3,Male,5,4,3,5,0,0,61,1,0,1,0,1,1
4832,4,Male,5,3,5,1,0,1,76,0,1,1,0,1,0
4833,6,Female,1,3,1,5,1,0,58,0,1,0,0,1,1
4834,7,Female,4,3,1,2,1,1,69,1,0,0,0,0,0
4835,3,Male,5,2,1,4,1,1,98,0,1,1,0,1,0
4836,6,Male,2,2,3,1,1,0,87,0,1,1,1,1,1
